SAMPN,RECMODE,RETMODE,CTFIP,BIN,GTYPE,STYPE,ILANG,RESTY,HHSIZ,LTELE,HHLNG,O_HHLNG,INCOM,DOW,HHVEH,HHSTU,HHWRK,HHLIC,HHCHD,HTRIPS,HTRIPS_GPS,PARTIAL,HH1,HCITY,HCITY_PL,HCITY_MCD,HSTATE,HZIP,HTAZ,HTRACT,HH_WHT2,GEO_GROUP1,GEO_GROUP2,GEO_GROUP3,HHSIZ_R,INCOM_R,HHVEH_R,HHSTRUC,HTRIPS_V,HTRIPS_T,HTRIPS_NM,HTRIPS_O,HTRIPS_WP,HTRIPS_NWP,HTRIPS_GPS_V,HTRIPS_GPS_T,HTRIPS_GPS_NM,HTRIPS_GPS_O,HTRIPS_GPS_WP,HTRIPS_GPS_NWP
3002707,2,2,9001,1,2,1,1,1,4,1,1,,1,5,1,3,0,1,2,15,15.9,1,1499.5,NORWALK,NORWALK CITY,Norwalk town,CT,06854,2509,9001043800,2714.51,6,4,3,4,1,1,5,15,0,0,0,0,15,15.897,0,0,0,0,15.897
3002780,2,2,34025,10,2,1,1,1,4,1,1,,5,3,1,2,2,2,2,8,8.43,2,529.33333,HAZLET,,Hazlet township,NJ,07730,3246,34025802300,1217.48,10,5,4,4,3,1,1,6,2,0,0,2,6,6.601,1.828,0,0,2.455,5.973
3002789,2,2,36059,17,2,1,1,1,2,1,1,,8,5,2,0,2,2,0,9,9.01,1,153.21429,MASSAPEQUA,MASSAPEQUA CDP,Oyster Bay town,NY,11758,1855,36059521400,73.11,3,2,1,2,4,2,2,5,2,2,0,2,7,5.397,1.659,1.957,0,1.659,7.354
3002880,2,2,34037,21,2,1,1,1,2,1,1,,5,5,2,0,2,2,0,14,27.33,1,71.92857,SPARTA,,Sparta township,NJ,07871,3381,34037373300,61.7,11,5,4,2,3,2,2,14,0,0,0,11,3,27.333,0,0,0,24.119,3.214
3002976,2,1,34023,19,2,1,1,1,3,1,1,,8,2,3,0,3,3,0,12,19.05,1,68.05263,EAST BRUNSWICK,,East Brunswick township,NJ,08816,3207,34023006701,126.3,9,5,4,3,4,3,2,10,2,0,0,4,8,17.394,1.659,0,0,5.228,13.825
3003004,2,1,36103,3,2,1,1,1,4,1,1,,7,2,2,2,1,3,0,24,26.04,1,1950,WEST ISLIP,WEST ISLIP CDP,Islip town,NY,11795,1986,36103146800,828.25,3,2,1,4,4,2,4,18,4,2,0,9,15,18.643,4.56,2.834,0,9.754,16.282
3003034,2,3,36059,17,2,1,1,2,1,1,1,,5,3,1,0,1,1,0,2,1.66,1,341.28571,BALDWIN,BALDWIN CDP,Hempstead town,NY,11510,1763,36059413500,341.61,3,2,1,1,3,1,4,0,2,0,0,2,0,0,1.659,0,0,1.659,0
3003041,2,2,34003,17,2,1,1,2,1,1,1,,3,3,0,0,0,0,0,3,4.95,1,226.375,FORT LEE,FORT LEE BOROUGH,Fort Lee borough,NJ,07024,2679,34003019103,429.48,7,5,4,1,2,0,6,0,2,1,0,0,3,0,3.3,1.65,0,0,4.95
3003043,2,2,36005,13,2,1,1,2,1,1,1,,1,4,0,0,1,0,0,2,1.66,1,340.6,BRONX,NEW YORK CITY,Bronx borough,NY,10453,828,36005021700,168.96,2,1,1,1,1,0,4,0,2,0,0,2,0,0,1.659,0,0,1.659,0
3003044,2,3,34027,3,2,1,1,1,4,2,1,,7,4,5,0,3,4,0,8,9.43,1,581,ROCKAWAY,,Rockaway township,NJ,07866,3178,34027044401,1900.56,9,5,4,4,4,3,2,8,0,0,0,4,4,9.433,0,0,0,3.007,6.426
3003061,2,1,36119,17,2,1,1,1,4,1,1,,5,2,2,2,2,3,0,8,6.86,1,264.57143,YONKERS,YONKERS CITY,Yonkers city,NY,10704,2175,36119001504,2373.91,4,3,1,4,3,2,2,8,0,0,0,4,4,6.862,0,0,0,3.007,3.855
3003086,2,3,36119,14,2,1,1,1,3,1,1,,5,4,4,0,1,3,0,2,1.5,1,290.42857,CORTLANDT MANOR,,Cortlandt town,NY,10567,2238,36119014703,50,4,3,1,3,3,3,4,2,0,0,0,2,0,1.503,0,0,0,1.503,0
3003097,2,2,34029,15,2,1,1,1,2,1,1,,6,5,4,0,2,2,0,8,7.55,1,308.83333,LANOKA HARBOR,,Lacey township,NJ,08734,3294,34029732001,470.61,10,5,4,2,4,3,2,8,0,0,0,0,8,7.552,0,0,0,0,7.552
3003113,2,2,36081,17,2,1,1,3,1,1,1,,99,4,1,0,0,1,0,3,2.69,1,183.3125,QUEENS,NEW YORK CITY,Queens borough,NY,11357,527,36081099100,362.29,2,1,1,1,9,1,6,3,0,0,0,0,3,2.69,0,0,0,0,2.69
3003130,2,1,34031,17,2,1,1,2,2,1,1,,4,2,2,0,2,2,0,9,12.88,1,334.33333,CLIFTON,CLIFTON CITY,Clifton city,NJ,07011,2732,34031125000,535.73,7,5,4,2,2,2,2,9,0,0,0,8,1,12.876,0,0,0,11.445,1.431
3003166,1,2,36061,6,2,1,1,2,1,1,1,,99,1,0,0,1,1,0,4,3.32,1,420.625,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10016,131,36061008000,480.98,1,1,1,1,9,0,4,0,2,2,0,2,2,0,1.659,1.659,0,1.659,1.659
3003178,2,1,36087,15,1,1,1,1,3,1,1,,8,1,3,1,2,2,0,12,12,1,287.33333,NEW CITY,NEW CITY CDP,Clarkstown town,NY,10954,2282,36087011404,535.25,4,3,1,3,4,3,2,11,1,0,0,8,4,11,1,0,0,8,4
3003180,2,1,9001,1,2,1,1,1,1,1,1,,3,3,1,0,1,1,0,9,33.17,1,346.5,DANBURY,DANBURY CITY,Danbury town,CT,06811,2637,9001210900,133.86,6,4,3,1,2,1,4,9,0,0,0,0,9,33.169,0,0,0,0,33.169
3003209,2,2,34035,6,2,1,1,1,5,2,1,,8,4,2,3,1,2,3,0,0,1,351.875,SKILLMAN,,Montgomery township,NJ,08558,3195,34035054201,764.33,9,5,4,4,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
3003227,2,1,36103,16,2,1,1,1,2,2,1,,3,3,3,0,0,2,0,14,16.25,1,206.2,HUNTINGTON,ELWOOD CDP,Huntington town,NY,11743,1880,36103111506,274.84,3,2,1,2,2,3,6,14,0,0,0,0,14,16.245,0,0,0,0,16.245
3003250,2,3,9001,1,2,1,1,2,1,1,1,,3,1,1,0,1,1,0,3,2.26,1,1716,NORWALK,NORWALK CITY,Norwalk town,CT,06851,2505,9001043400,2334.46,6,4,3,1,2,1,4,3,0,0,0,2,1,2.255,0,0,0,1.503,0.752
3003257,2,1,34003,17,2,1,1,1,2,1,1,,6,3,2,0,2,2,0,4,3.16,1,159.23529,FAIR LAWN,FAIR LAWN BOROUGH,Fair Lawn borough,NJ,07410,2677,34003017100,1651.72,7,5,4,2,4,2,2,2,2,0,0,4,0,1.503,1.659,0,0,3.163,0
3003264,2,3,34019,21,2,1,1,1,4,1,1,,6,5,3,2,2,2,2,17,22.48,1,58.95652,ANNANDALE,,Clinton township,NJ,08801,3320,34019011002,52.36,11,5,4,4,4,3,1,12,2,3,0,2,15,16.241,1.828,4.415,0,1.503,20.98
3003306,2,2,34019,18,2,1,1,1,2,1,1,,8,4,2,0,1,2,0,8,7.39,1,145.93333,LEBANON,,Tewksbury township,NJ,08833,3338,34019010100,61.01,11,5,4,2,4,2,4,8,0,0,0,2,6,7.393,0,0,0,1.503,5.889
3003338,2,2,36047,3,2,1,1,2,3,1,1,,5,4,2,0,3,3,0,4,3.26,1,1255,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11204,1335,36047026600,241.95,2,1,1,3,3,2,2,0,0,4,0,4,0,0,0,3.262,0,3.262,0
3003373,2,2,36061,10,2,1,1,2,1,1,1,,1,4,1,0,0,1,0,5,17.67,1,430.94444,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10021,187,36061012600,148.44,1,1,1,1,1,1,6,0,0,5,0,0,5,0,0,17.667,0,0,17.667
3003394,2,2,36061,10,2,1,1,2,1,1,1,,5,3,2,0,1,1,0,6,8.58,1,968.66667,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10012,23,36061004900,289.38,1,1,1,1,3,2,4,6,0,0,0,4,2,8.584,0,0,0,5.723,2.861
3003400,2,3,36005,7,2,1,1,2,4,1,1,,2,5,1,2,1,2,2,18,30.26,1,1136,BRIDGEPORT,NEW YORK CITY,Bronx borough,NY,06610,911,36005021800,457.59,2,1,1,4,1,1,3,0,4,14,0,0,18,0,6.302,23.957,0,0,30.259
3003410,2,3,34025,21,2,1,1,1,2,1,1,,4,4,2,0,1,2,0,4,3.86,1,107.86667,MIDDLETOWN,,Middletown township,NJ,07748,3260,34025801000,50.09,10,5,4,2,2,2,4,4,0,0,0,0,4,3.856,0,0,0,0,3.856
3003421,2,3,36059,18,2,1,1,1,3,1,1,,6,1,3,1,3,3,0,6,4.79,1,118.41176,PLAINVIEW,PLAINVIEW CDP,Oyster Bay town,NY,11803,1832,36059519702,50.01,3,2,1,3,4,3,2,6,0,0,0,4,2,4.791,0,0,0,3.007,1.784
3003434,2,2,36119,11,2,1,1,2,1,1,1,,1,2,0,0,0,0,0,3,4.92,1,544.5,YONKERS,YONKERS CITY,Yonkers city,NY,10710,2187,36119002203,62.75,4,3,1,1,1,0,6,0,2,1,0,0,3,0,3.279,1.639,0,0,4.918
3003501,2,1,34025,14,2,1,1,1,2,1,1,,7,2,1,0,1,1,0,11,22.83,1,278.28571,OCEAN GROVE,OCEAN GROVE CDP,Neptune township,NJ,07756,3263,34025807400,95.28,10,5,4,2,4,1,4,8,0,3,0,0,11,16.518,0,6.314,0,0,22.832
3003526,2,1,34027,18,2,1,1,1,4,1,1,,4,3,2,2,2,2,2,12,14.64,1,86.2,DENVILLE,,Denville township,NJ,07834,3151,34027041400,342.37,9,5,4,4,2,2,1,8,4,0,0,4,8,10.987,3.655,0,0,4.365,10.277
3003529,2,2,34013,17,2,1,1,1,4,1,1,,8,4,2,2,2,2,2,22,27.9,1,137,WEST ORANGE,,West Orange township,NJ,07052,3082,34013018000,158.53,8,5,4,4,4,2,1,20,0,2,0,8,14,24.132,0,3.772,0,10.551,17.353
3003546,2,2,34029,13,2,1,1,2,2,1,1,,2,4,1,0,0,2,0,6,4.97,1,537.25,BRICK,,Brick township,NJ,08724,3288,34029713300,243.19,10,5,4,2,1,1,6,6,0,0,0,0,6,4.968,0,0,0,0,4.968
3003559,2,3,36119,14,2,1,1,1,2,1,1,,5,4,3,0,2,2,0,12,16.32,1,864,MONTROSE,MONTROSE CDP,Cortlandt town,NY,10548,2245,36119014604,125.81,4,3,1,2,3,3,2,12,0,0,0,4,8,16.32,0,0,0,3.007,13.313
3003572,2,1,36027,18,2,1,1,2,1,1,1,,3,1,1,0,1,1,0,5,7.15,1,122.2381,POUGHKEEPSIE,,Poughkeepsie town,NY,12603,2399,36027140300,91.93,5,3,2,1,2,1,4,5,0,0,0,2,3,7.153,0,0,0,2.861,4.292
3003636,2,3,34021,16,2,1,1,1,2,1,1,,8,4,2,0,2,2,0,5,8.45,1,252,PRINCETON,,Princeton township,NJ,08540,3581,34021004204,174.27,12,6,5,2,4,2,2,2,0,3,0,2,3,1.503,0,6.946,0,1.503,6.946
3003680,2,3,36081,12,2,1,1,1,1,1,1,,4,4,1,0,0,1,0,7,11.13,1,186.28571,NEW YORK,NEW YORK CITY,Queens borough,NY,11366,559,36081133300,50.01,2,1,1,1,2,1,6,7,0,0,0,0,7,11.127,0,0,0,0,11.127
3003698,2,2,36027,20,2,1,1,1,2,1,1,,6,4,2,0,2,2,0,3,2.26,1,112.5,BEACON,BEACON CITY,Beacon city,NY,12508,2445,36027210301,116.69,5,3,2,2,4,2,2,3,0,0,0,2,1,2.255,0,0,0,1.503,0.752
3003726,2,2,34027,20,2,1,1,2,5,1,1,,3,5,3,2,4,4,0,11,11.83,1,137.77778,PARSIPPANY-TROY HILLS,,Parsippany-Troy Hills township,NJ,07054,3172,34027041706,813.2,9,5,4,4,2,3,2,11,0,0,0,6,5,11.827,0,0,0,4.472,7.355
3003778,2,1,36085,17,2,1,1,1,2,1,1,,6,4,1,0,0,2,0,10,9.25,1,317.5,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10314,1568,36085018701,365.72,2,1,1,2,4,1,6,8,0,2,0,2,8,7.617,0,1.631,0,1.631,7.617
3003780,2,3,36061,20,2,1,1,2,1,1,1,,99,4,0,0,1,1,0,2,1.66,1,128.66667,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10021,193,36061013800,119.62,1,1,1,1,9,0,4,0,2,0,0,2,0,0,1.659,0,0,1.659,0
3003786,2,3,36087,15,2,1,1,1,5,1,1,,6,3,2,3,1,2,2,4,3.66,1,442.33333,NEW CITY,NEW CITY CDP,Clarkstown town,NY,10956,2274,36087010804,89.05,4,3,1,4,4,2,3,0,4,0,0,0,4,0,3.655,0,0,0,3.655
3003835,2,1,36047,3,2,1,1,2,3,2,1,,8,4,1,0,2,2,1,10,10.56,1,352.75,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11209,1295,36047005202,432.59,2,1,1,3,4,1,1,4,4,2,0,4,6,4.09,4.56,1.914,0,4.56,6.004
3003862,2,3,34041,21,2,1,1,1,2,1,1,,6,4,2,1,2,2,0,6,6.55,1,76.91304,HACKETTSTOWN,HACKETTSTOWN TOWN,Hackettstown town,NJ,07840,3348,34041031401,73.37,11,5,4,2,4,2,2,6,0,0,0,4,2,6.547,0,0,0,4.365,2.182
3003866,2,2,34027,20,2,1,1,2,1,1,1,,1,4,1,0,0,1,0,4,3.9,1,105.27273,LAKE HIAWATHA,,Parsippany-Troy Hills township,NJ,07034,3172,34027041701,757.08,9,5,4,1,1,1,6,4,0,0,0,0,4,3.897,0,0,0,0,3.897
3003902,2,2,34017,18,2,1,1,3,1,1,1,,1,4,0,0,0,0,0,0,0,1,145.8,NEW YORK,WEST NEW YORK TOWN,West New York town,NJ,07093,2861,34017032400,113.03,8,5,4,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3003910,2,1,34021,16,2,1,1,1,2,1,1,,7,1,3,0,2,2,0,7,5.26,1,206.2,PENNINGTON,PENNINGTON BOROUGH,Pennington borough,NJ,08534,3579,34021003903,142.59,12,6,5,2,4,3,2,7,0,0,0,7,0,5.262,0,0,0,5.262,0
3003926,2,2,34003,20,2,1,1,2,1,1,1,,3,4,1,0,0,1,0,2,2.24,1,292.57143,LODI,LODI BOROUGH,Lodi borough,NJ,07644,2691,34003030100,225.85,7,5,4,1,2,1,6,2,0,0,0,0,2,2.241,0,0,0,0,2.241
3003940,2,3,36059,17,2,1,1,1,2,1,1,,4,2,2,0,2,2,0,5,7.02,1,209,MERRICK,MERRICK CDP,Hempstead town,NY,11566,1785,36059415202,254.63,3,2,1,2,2,2,2,5,0,0,0,2,3,7.018,0,0,0,1.503,5.515
3004022,2,2,36047,3,2,1,1,2,1,1,1,,2,3,0,0,0,1,0,0,0,1,183.35714,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11206,1060,36047049100,1061.32,2,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3004077,2,1,34017,18,2,1,1,2,5,1,1,,3,3,1,1,1,2,0,6,7.63,1,126.66667,JERSEY CITY,JERSEY CITY CITY,Jersey City city,NJ,07307,2754,34017000800,112.33,8,5,4,4,2,1,4,0,0,6,0,0,6,0,0,7.632,0,0,7.632
3004100,2,2,34027,15,2,1,1,1,1,1,1,,6,4,2,0,1,1,0,6,7.75,1,183.5,LINCOLN PARK,LINCOLN PARK BOROUGH,Lincoln Park borough,NJ,07035,3159,34027040101,115.86,9,5,4,1,4,2,4,6,0,0,0,4,2,7.747,0,0,0,5.723,2.025
3004103,2,3,36047,8,2,1,1,2,2,1,97,SWEDISH,8,4,0,0,2,1,0,2,2.29,1,13,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11201,1075,36047001100,50,2,1,1,2,4,0,2,0,2,0,0,0,2,0,2.295,0,0,0,2.295
3004108,2,2,36119,2,2,1,1,1,2,1,1,,6,2,2,0,1,1,0,2,1.5,1,643.66667,OSSINING,,Ossining town,NY,10562,2221,36119013700,83.2,4,3,1,2,4,2,4,2,0,0,0,2,0,1.503,0,0,0,1.503,0
3004127,2,2,34013,17,2,1,1,1,1,1,1,,4,2,1,0,1,1,0,4,6.67,1,270,MONTCLAIR,,Montclair township,NJ,07042,3074,34013017200,172.25,8,5,4,1,2,1,4,4,0,0,0,2,2,6.666,0,0,0,3.333,3.333
3004149,2,3,34013,6,2,1,1,1,2,1,1,,7,4,4,0,1,2,0,8,7.57,1,179.5,MONTCLAIR,UPPER MONTCLAIR CDP,Montclair township,NJ,07043,3063,34013016100,53.43,8,5,4,2,4,3,4,6,2,0,0,2,6,5.912,1.659,0,0,1.659,5.912
3004205,2,3,36081,12,2,1,1,1,2,1,1,,4,3,2,0,2,2,0,9,9.25,1,367.5,NEW YORK,NEW YORK CITY,Queens borough,NY,11357,492,36081097300,212.73,2,1,1,2,2,2,2,5,2,2,0,2,7,4.793,1.659,2.799,0,1.659,7.592
3004212,2,2,34013,7,2,1,1,2,1,1,1,,3,3,0,0,0,0,0,2,1.75,1,1761,EAST ORANGE,EAST ORANGE CITY,East Orange city,NJ,07017,3004,34013010200,1955.44,8,5,4,1,2,0,6,2,0,0,0,0,2,1.748,0,0,0,0,1.748
3004262,2,2,34013,21,2,1,1,1,2,1,1,,5,5,3,0,1,2,0,3,4.73,1,114.125,CALDWELL,CALDWELL BOROUGH,Caldwell borough,NJ,07006,3121,34013021702,157.13,8,5,4,2,3,3,4,3,0,0,0,0,3,4.728,0,0,0,0,4.728
3004320,2,2,34039,21,2,1,1,1,3,1,1,,5,5,4,0,1,2,0,21,19.07,1,92.2963,BERKELEY HEIGHTS,,Berkeley Heights township,NJ,07922,3123,34039038202,57.3,8,5,4,3,3,3,4,21,0,0,0,13,8,19.067,0,0,0,10.685,8.381
3004323,2,3,34029,15,2,1,1,1,2,1,1,,99,2,3,0,0,2,0,5,6.68,1,265.6,LAKEWOOD,,Lakewood township,NJ,08701,3296,34029715700,228.14,10,5,4,2,9,3,6,5,0,0,0,0,5,6.676,0,0,0,0,6.676
3004324,2,1,36061,20,2,1,1,2,1,1,1,,2,2,0,0,1,1,0,6,9.76,1,191.21739,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10022,140,36061010601,1157.89,1,1,1,1,1,0,4,0,0,6,0,0,6,0,0,9.764,0,0,9.764
3004377,2,3,36061,10,2,1,1,2,1,1,1,,1,2,0,0,0,0,0,2,1.89,1,497.75,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10011,72,36061008700,140.46,1,1,1,1,1,0,6,0,2,0,0,0,2,0,1.888,0,0,0,1.888
3004404,2,3,36081,4,2,1,1,2,2,1,1,,8,1,2,0,2,2,0,8,13.33,1,793,QUEENS,NEW YORK CITY,Queens borough,NY,11101,362,36081000700,846.16,2,1,1,2,4,2,2,8,0,0,0,6,2,13.332,0,0,0,9.999,3.333
3004432,2,3,34021,9,2,1,1,1,2,1,1,,3,5,4,0,2,2,0,12,17.99,1,513.2,TRENTON,WHITE HORSE CDP,Hamilton township,NJ,08610,3574,34021002500,711.16,12,6,5,2,2,3,2,12,0,0,0,5,7,17.991,0,0,0,8.922,9.069
3004471,2,3,36047,8,2,1,1,2,2,1,1,,1,4,0,1,1,0,1,7,10.74,1,902,BROOKLYN,NEW YORK CITY,Brooklyn borough,NY,11233,1140,36047029900,2987.98,2,1,1,2,1,0,3,0,3,4,0,2,5,0,4.645,6.095,0,2.901,7.84
3004475,2,3,34029,13,2,1,1,1,3,1,1,,4,2,2,1,1,2,1,16,20.98,1,212.11111,POINT PLEASANT BEACH,POINT PLEASANT BOROUGH,Point Pleasant borough,NJ,08742,3306,34029711100,243.78,10,5,4,3,2,2,3,14,0,2,0,0,16,17.321,0,3.659,0,0,20.98
3004508,2,3,34027,3,2,1,1,1,2,1,1,,5,4,2,0,2,2,0,14,28.9,1,572,WHIPPANY,,Hanover township,NJ,07981,3155,34027042000,228.69,9,5,4,2,3,2,2,14,0,0,0,5,9,28.904,0,0,0,8.589,20.315
3004548,2,1,36119,14,2,1,1,1,3,1,1,,4,1,3,1,1,2,1,13,12.13,1,266.83333,LARCHMONT,NEW ROCHELLE CITY,New Rochelle city,NY,10538,2121,36119006700,506.58,4,3,1,3,2,3,3,12,1,0,0,2,11,11.221,0.914,0,0,1.465,10.669
3004565,2,3,36027,20,2,1,1,1,2,1,1,,99,4,3,0,2,2,0,7,8.1,1,108.75,WAPPINGERS FALLS,MYERS CORNER CDP,Wappinger town,NY,12590,2407,36027190204,52.17,5,3,2,2,9,3,2,7,0,0,0,4,3,8.099,0,0,0,3.007,5.092
3004575,2,1,34029,15,2,1,1,1,3,1,1,,6,2,3,1,2,3,0,1,0.9,1,266.25,FORKED RIVER,,Lacey township,NJ,08731,3294,34029732103,50,10,5,4,3,4,3,2,1,0,0,0,0,1,0.897,0,0,0,0,0.897
3004576,2,3,34025,2,2,1,1,1,1,1,1,,8,3,2,0,1,1,0,4,6.79,1,450.5,AVON-BY-THE-SEA,AVON-BY-THE-SEA BOROUGH,Avon-by-the-Sea borough,NJ,07717,3234,34025808300,171.52,10,5,4,1,4,2,4,4,0,0,0,0,4,6.789,0,0,0,0,6.789
3004596,2,1,36081,12,2,1,1,2,1,1,1,,5,3,1,0,1,1,0,0,0,1,49.7619,NEW YORK,NEW YORK CITY,Queens borough,NY,11360,529,36081099704,175.71,2,1,1,1,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0
3004703,2,1,36061,6,2,1,1,2,1,1,1,,4,5,0,0,0,0,0,0,0,1,292.53846,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10023,153,36061016100,58.74,1,1,1,1,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3004717,2,1,34031,16,2,1,1,1,1,1,1,,5,4,1,0,0,1,0,3,2.48,1,178.83333,WAYNE,,Wayne township,NJ,07470,2744,34031246002,50,7,5,4,1,3,1,6,3,0,0,0,0,3,2.484,0,0,0,0,2.484
3004725,2,2,36071,18,2,1,1,1,2,1,1,,3,2,2,1,0,2,0,6,7.38,1,172.66667,GOSHEN,,Goshen town,NY,10924,2351,36071012100,92.28,5,3,2,2,2,2,6,6,0,0,0,0,6,7.38,0,0,0,0,7.38
3004738,2,2,34017,16,2,1,1,2,1,1,1,,5,4,2,0,1,1,0,3,2.26,1,364.33333,NEW YORK,BAYONNE CITY,Bayonne city,NJ,07002,2816,34017010300,126.81,8,5,4,1,3,2,4,3,0,0,0,3,0,2.255,0,0,0,2.255,0
3004769,2,2,36059,5,2,1,1,1,1,1,1,,7,4,1,0,1,1,0,4,4.38,1,428.33333,MERRICK,MERRICK CDP,Hempstead town,NY,11566,1784,36059415201,62.25,3,2,1,1,4,1,4,4,0,0,0,0,4,4.376,0,0,0,0,4.376
3004771,2,2,34025,10,1,1,1,1,3,1,1,,6,4,2,1,2,2,1,2,2,1,443.8,KEANSBURG,,Hazlet township,NJ,07734,3246,34025802100,330.45,10,5,4,3,4,2,1,0,2,0,0,0,2,0,2,0,0,0,2
3005073,2,3,36079,19,2,1,1,1,2,1,1,,99,5,3,0,1,2,0,0,0,1,290.42857,LAKE PEEKSKILL,,Putnam Valley town,NY,10537,2310,36079010900,50,4,3,1,2,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0
3005084,2,3,36005,21,2,1,1,2,1,1,1,,3,2,0,0,1,1,0,0,0,1,117.875,BRONX,NEW YORK CITY,Bronx borough,NY,10470,1021,36005044200,119.61,2,1,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0
3005103,2,3,36061,10,2,1,1,2,1,1,1,,4,2,0,0,1,0,0,4,3.32,1,257.22222,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10030,245,36061022800,50.22,1,1,1,1,2,0,4,0,2,2,0,4,0,0,1.659,1.659,0,3.319,0
3005112,2,3,36061,10,2,1,1,2,1,1,1,,4,3,0,0,1,1,0,3,2.45,1,414.06667,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10019,86,36061013900,279.84,1,1,1,1,2,0,4,0,0,3,0,2,1,0,0,2.447,0,1.631,0.816
3005166,2,3,34023,19,2,1,1,1,2,1,3,,6,3,3,0,1,2,0,2,1.5,1,106.59091,EAST BRUNSWICK,,East Brunswick township,NJ,08816,3207,34023006500,50.8,9,5,4,2,4,3,4,2,0,0,0,2,0,1.503,0,0,0,1.503,0
3005201,2,2,36005,15,2,1,1,1,1,1,1,,8,3,2,0,1,1,0,2,1.79,1,95.57143,BRONX,NEW YORK CITY,Bronx borough,NY,10471,903,36005032300,79.18,2,1,1,1,4,2,4,2,0,0,0,0,2,1.793,0,0,0,0,1.793
3005229,2,3,36061,11,2,1,1,2,1,1,1,,6,2,0,0,1,1,0,3,4.35,1,876,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10014,41,36061007900,379.3,1,1,1,1,4,0,4,0,2,1,0,2,1,0,2.901,1.45,0,2.901,1.45
3005265,2,1,34029,20,2,1,1,1,4,1,1,,6,1,4,0,1,4,0,5,6.23,1,203,TOMS RIVER,TOMS RIVER CDP,Toms River township,NJ,08753,3289,34029722701,1692.05,10,5,4,4,4,3,4,5,0,0,0,2,3,6.231,0,0,0,1.503,4.728
3005281,2,3,9001,1,2,1,1,1,5,1,1,,8,5,2,3,2,2,3,54,123.99,1,669.5,FAIRFIELD,,Fairfield town,CT,06825,2532,9001060300,993.69,6,4,3,4,4,2,1,50,4,0,0,4,50,120.33,3.655,0,0,6.902,117.084
3005320,2,2,36103,12,2,1,1,2,1,1,1,,1,2,1,0,0,1,0,2,1.79,1,240.6,WEST BABYLON,WYANDANCH CDP,Babylon town,NY,11704,1900,36103122501,207.36,3,2,1,1,1,1,6,2,0,0,0,0,2,1.793,0,0,0,0,1.793
3005332,2,2,34021,9,2,1,1,1,3,1,1,,6,4,2,2,2,2,1,6,5.74,1,745.5,TRENTON,,Hamilton township,NJ,08629,3574,34021002701,537.21,12,6,5,3,4,2,1,4,2,0,0,2,4,3.911,1.828,0,0,1.503,4.235
3005350,2,2,36085,17,2,1,1,2,1,1,1,,4,2,1,0,1,1,0,4,4.37,1,105.55556,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10301,1546,36085003900,50.02,2,1,1,1,2,1,4,0,2,2,0,0,4,0,2.28,2.094,0,0,4.374
3005387,2,1,34003,15,2,1,1,1,2,1,1,,3,3,2,0,1,2,0,11,13.87,1,321.83333,WESTWOOD,OLD TAPPAN BOROUGH,Old Tappan borough,NJ,07675,2703,34003024100,206.19,7,5,4,2,2,2,4,11,0,0,0,2,9,13.866,0,0,0,3.569,10.297
3005463,2,2,34013,14,2,1,1,2,1,1,1,,1,1,0,0,0,0,0,0,0,1,634,IRVINGTON,,Irvington township,NJ,07111,3035,34013013300,663.13,8,5,4,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3005470,2,1,36119,11,2,1,1,2,1,1,1,,7,2,1,0,1,1,0,2,1.5,1,258,TARRYTOWN,TARRYTOWN VILLAGE,Greenburgh town,NY,10591,2206,36119011400,118.24,4,3,1,1,4,1,4,2,0,0,0,2,0,1.503,0,0,0,1.503,0
3005498,2,2,36061,10,2,1,1,2,4,1,1,,7,5,1,3,2,2,2,15,20.56,1,454.7,NEW YORK,NEW YORK CITY,Manhattan borough,NY,10024,163,36061017100,828.32,1,1,1,4,4,1,1,4,3,8,0,2,13,4.528,3.029,13.005,0,2.455,18.106
